Pss 1:1	ΕΒΟΗΣΑ πρὸς Κύριον ἐν τῷ θλίβεσθαί με εἰς τέλος, πρὸς τὸν θεὸν ἐν τῷ ἐπιθέσθαι ἁμαρτωλούς.
Pss 3:12	προσέθηκεν ἁμαρτίας ἐφ᾽ ἁμαρτίαις τῇ ζωῇ αὐτοῦ·
Pss 3:13	ἔπεσεν, ὅτι πονηρὸν τὸ πτῶμα αὐτοῦ, καὶ οὐκ ἀναστήσεται. ἡ ἀπώλεια τοῦ ἁμαρτωλοῦ εἰς τὸν αἰῶνα,
Pss 3:14	καὶ οὐ μὴ μνησθήσεται ὅταν ἐπισκέπτηται δικαίους·
Pss 3:15	αὕτη ἡ μερὶς τῶν ἁμαρτωλῶν εἰς τὸν αἰῶνα.
Pss 3:16	οἱ δὲ φοβούμενοι τὸν κύριον ἀναστήσονται εἰς ζωὴν αἰώνιον, καὶ ἡ ζωὴ αὐτῶν ἐν φωτὶ Κυρίου οὐκ ἐκλείψει ἔτι.
Pss 4:1	Διαλογὴ τοῦ Σαλωμὼν τοῖς ἀνθρωπαρέσκοις. Ἵνα τί σύ, βέβηλε, κάθησαι ἐν συνεδρίῳ ὁσίῳ, καὶ ἡ καρδία σου μακρὰν ἀφέστηκεν ἀπὸ τοῦ κυρίου, ἐν παρανομίαις παροργίζων τὸν θεὸν Ἰσραήλ;
Pss 4:2	περισσὸς ἐν λόγοις, περισσὸς ἐν σημειώσει ὑπὲρ πάντας, ὁ σκληρὸς ἐν λόγοις κατακρῖναι ἁμαρτωλοὺς ἐν κρίσει.
Pss 4:3	καὶ ἡ χεὶρ αὐτοῦ ἐν πρώτοις ἐπ᾽ αὐτὸν ὡς ἐν ζήλει, καὶ αὐτὸς ἔνοχος ἐν ποικιλίᾳ ἁμαρτωλῶν, ἐν ἀκρασίαις·
Pss 4:4	οἱ ὀφθαλμοὶ αὐτοῦ ἐπὶ πᾶσαν γυναῖκα ἄνευ διαστολῆς, ἡ γλῶσσα ψευδὴς ἐν συναλλάγματι μεθ᾽ ὅρκου.
Pss 4:5	ἐν νυκτὶ καὶ ἐν ἀποκρύφοις ἁμαρτάνει ὡς οὐχ ὁρώμενος, ἐν ὀφθαλμοῖς αὐτοῦ λαλεῖ πάσῃ γυναικὶ ἐν συνταγῇ κακίας·
Pss 4:6	ταχὺς εἰσόδῳ εἰς πᾶσαν οἰκίαν ἱλαρότητι ὡς ἄκακος.
Pss 4:7	ἐξάραι ὁ θεὸς τοὺς ἐν ὑποκρίσει ζῶντας μετὰ ὁσίων, ἐν φθορᾷ σαρκὸς αὐτοῦ καὶ πενίᾳ τὴν ζωὴν αὐτοῦ·
Pss 4:8	ἀνακαλύψαι ὁ θεὸς τὰ ἔργα ἀνθρώπων ἀνθρωπαρέσκων, ἐν καταγέλωτι καὶ μυκτηρισμῷ τὰ ἔργα αὐτοῦ.
Pss 4:9	καὶ δικαιώσαισαν ὅσιοι τὸ κρίμα τοῦ θεοῦ αὐτῶν, ἐν τῷ ἐξαίρεσθαι ἁμαρτωλοὺς ἀπὸ προσώπου δικαίου,
Pss 4:10	ἀνθρωπάρεσκον λαλοῦντα μόνον μετὰ δόλου.
Pss 4:11	καὶ οἱ ὀφθαλμοὶ αὐτῶν ἐπ᾽ οἶκον ἀνδρὸς ἐν εὐσταθίᾳ, ὡς ὄφις, διαλῦσαι σοφίαν ἀλλήλων ἐν λόγοις παρανόμων.
Pss 4:12	οἱ λόγοι αὐτοῦ παραλογισμοί, εἰς πρᾶξιν ἐπιθυμίας ἀδίκων.
Pss 4:13	οὐκ ἀπέστη ἕως ἐνίκησεν σκορπίσαι ὡς ἐν ὀρφανίᾳ, καὶ ἠρήμωσεν οἶκον ἕνεκεν ἐπιθυμίας παρανόμου.
Pss 4:14	παρελογίσατο ἐν λόγοις ὅτι οὐκ ἔστιν ὁρῶν καὶ κρίνων,
Pss 4:15	ἐπλήσθη ἐν παρανομίᾳ ἐν ταύτῃ· καὶ οἱ ὀφθαλμοὶ αὐτοῦ ἐπ᾽ οἶκον ἕτερον ὀλοθρεῦσαι ἐν λόγοις ἀναπτερώσεως· οὐκ ἐμπίπλαται ἡ ψυχὴ αὐτοῦ, ὡς ᾅδης, ἐν πᾶσι τούτοις.
Pss 4:16	γένοιτο, Κύριε, ἡ μερὶς αὐτοῦ ἐν ἀτιμίᾳ ἐνώπιόν σου, ἡ ἔξοδος αὐτοῦ ἐν στεναγμοῖς καὶ ἡ εἴσοδος αὐτοῦ ἐν ἀρᾷ·
Pss 4:17	ἐν ὀδύναις καὶ πενίᾳ καὶ ἀπορίᾳ ἡ ζωὴ αὐτοῦ, Κύριε, ὁ ὕπνος αὐτοῦ ἐν λύπαις καὶ ἡ ἐξέγερσις αὐτοῦ ἐν ἀπορίαις·
Pss 4:18	ἀφαιρεθείη ὕπνος ἀπὸ κροτάφων αὐτοῦ ἐν νυκτί, ἀποπέσοιεν ἀπὸ παντὸς ἔργου χειρῶν αὐτοῦ·
Pss 4:19	καὶ ἐλλιπὴς ὁ οἶκος αὐτοῦ ἀπὸ παντὸς οὗ ἐμπλήσει ψυχὴν αὐτοῦ,
Pss 4:20	ἐν μονίᾳ ἀτεκνίας τὸ γῆρας αὐτοῦ εἰς ἀνάλημψιν.
Pss 4:21	σκορπισθείησαν σάρκες ἀνθρωπαρέσκων ὑπὸ θηρίων, καὶ ὀστᾶ παρανόμων κατέναντι τοῦ ἡλίου ἐν ἀτιμίᾳ.
Pss 4:22	ὀφθαλμοὺς ἐκκόψαισαν κόρακες ὑποκρινομένων,
Pss 4:23	ὅτι ἠρήμωσεν οἴκους πολλοὺς ἀνθρώπων ἐν ἀτιμίᾳ καὶ ἐσκόρπισεν ἐπιθυμίᾳ.
Pss 4:24	καὶ οὐκ ἐμνήσθησαν θεοῦ, καὶ οὐκ ἐφοβήθησαν τὸν θεὸν ἐν ἅπασι τούτοις.
Pss 4:25	καὶ παρώργισαν τὸν θεόν, καὶ παρώξυναν ἐξᾶραι αὐτοὺς ἀπὸ τῆς γῆς· ὅτι ψυχὰς ἀκάκων παραλογισμῷ ὑπεκρίνοντο.
Pss 4:26	μακάριοι οἱ φοβούμενοι τὸν κύριον ἐν ἀκακίᾳ αὐτῶν·
Pss 4:27	καὶ ὁ κύριος ῥύσεται αὐτοὺς ἀπὸ ἀνθρώπων δολίων καὶ ἁμαρτωλῶν· καὶ ῥύσεται ἡμᾶς ἀπὸ παντὸς σκανδάλου παρανόμου.
Pss 4:28	ἐξάραι ὁ θεὸς τοὺς ποιοῦντας ἐν ὑπερηφανίᾳ πᾶσαν ἀδικίαν, ὅτι κριτὴς μέγας καὶ κραταιὸς Κύριος ὁ θεὸς ἡμῶν ἐν δικαιοσύνῃ.
Pss 4:29	γένοιτο, Κύριε, τὸ ἔλεός σου ἐπὶ πάντας τοὺς ἀγαπῶντάς σε.
Pss 5:1	Ψαλμὸς τῷ Σαλωμών. Κύριε ὁ θεός, αἰνέσω τῷ ὀνόματί σου ἐν ἀγαλλιάσει, ἐν μέσῳ ἐπισταμένων τὰ κρίματά σου τὰ δίκαια.
Pss 5:2	ὅτι εὔχρηστος καὶ ἐλεήμων ἡ καταφυγὴ τοῦ πτωχοῦ·
Pss 5:3	ἐν τῷ κεκραγέναι με πρὸς σὲ μὴ παρασιωπήσῃς ἀπ᾽ ἐμοῦ.
Pss 5:4	οὐ γὰρ λήψεται σκῦλα παρὰ ἀνδρὸς δυνατοῦ.
Pss 5:5	καὶ τίς λήψεται ἀπὸ πάντων ὧν ἐποίησας, ἐὰν μὴ σὺ δῷς;
Pss 5:6	ὅτι ἄνθρωπος καὶ ἡ μερὶς αὐτοῦ παρὰ σοῦ ἐν σταθμῷ· οὐ προσθήσει τοῦ πλεονάσαι παρὰ τὸ κρίμα σου, ὁ θεός.
Pss 5:7	ἐν τῷ θλίβεσθαι ἡμᾶς ἐπικαλεσόμεθα εἰς βοήθειαν, καὶ σὺ οὐκ ἀποστρέψῃ τὴν δέησιν ἡμῶν, ὅτι σὺ ὁ θεὸς ἡμῶν εἶ.
Pss 5:8	μὴ βαρύνῃς τὴν χεῖρά σου ἐφ᾽ ἡμᾶς, ἵνα μὴ δι᾽ ἀνάγκην ἁμάρτωμεν.
Pss 5:9	καὶ ἐὰν μὴ ἐπιστρέψῃς ἡμᾶς, οὐκ ἀφεξόμεθα, ἀλλ᾽ ἐπὶ σὲ ἥξομεν·
Pss 5:10	ἐὰν γὰρ πεινάσω, πρὸς σὲ κεκράξομαι, ὁ θεός, καὶ σὺ δώσεις μοι.
Pss 5:11	τὰ πετεινὰ καὶ τοὺς ἰχθύας σὺ τρέφεις, ἐν τῷ διδόναι σὲ ὑετὸν ἐρήμοις εἰς ἀνατολὴν χλόης, ἑτοιμάσαι χορτάσματα ἐν ἐρήμῳ παντὶ ζῶντι·
Pss 5:12	καὶ ἐὰν πεινάσωσιν, πρὸς σὲ ἀροῦσιν πρόσωπον αὐτῶν.
Pss 5:13	τοὺς βασιλεῖς καὶ ἄρχοντας καὶ λαοὺς σὺ τρέφεις, ὁ θεός, καὶ πτωχοῦ καὶ πένητος ἡ ἐλπὶς τίς ἐστιν εἰ μὴ σύ, Κύριε;
Pss 5:14	καὶ σὺ ἐπακούσῃ, ὅτι τίς χρηστὸς καὶ ἐπιεικὴς ἀλλ᾽ ἢ σύ; εὐφρᾶναι ψυχὴν ταπεινοῦ ἐν τῷ ἀνοῖξαι χεῖρά σου ἐν ἐλέει.
Pss 5:15	ἡ χρηστότης ἀνθρώπου ἐν φειδῷ, καὶ ἡ αὔριον· καὶ ἐὰν δευτερώσῃ ἄνευ γογγυσμοῦ, καὶ τοῦτο θαυμάσειας.
Pss 5:16	τὸ δὲ δόμα σου πολὺ μετὰ χρηστότητος ⸆ καὶ πλούσιον, καὶ οὗ ἐστιν ἡ ἐλπὶς ἐπὶ σέ, οὐ φείσεται ἐν δόματι·
Pss 5:17	ἐπὶ πᾶσαν τὴν γῆν τὸ ἔλεός σου, Κύριε, ἐν χρηστότητι.
Pss 5:18	μακάριος οὗ μνημονεύει ὁ θεὸς ἐν συμμετρίᾳ αὐταρκίας·
Pss 5:19	ἐὰν ὑπερπλεονάσῃ ὁ ἄνθρωπος, ἐξαμαρτάνει·
Pss 5:20	ἱκανὸν τὸ μέτριον ἐν δικαιοσύνῃ, καὶ ἐν τούτῳ ἡ εὐλογία Κυρίου, εἰς πλησμονὴν ἐν δικαιοσύνῃ.
Pss 5:21	ηὐφράνθησαν οἱ φοβούμενοι Κύριον ἐν ἀγαθοῖς, καὶ ἡ χρηστότης σου ἐπὶ Ἰσραὴλ τῇ βασιλείᾳ σου.
Pss 5:22	εὐλογημένη ἡ δόξα Κυρίου, ὅτι αὐτὸς βασιλεὺς ἡμῶν.
Pss 6:1	Ἐν ἐλπίδι· τῷ Σαλωμών. Μακάριος ἀνὴρ οὗ ἡ καρδία αὐτοῦ ἑτοίμη ἐπικαλέσασθαι τὸ ὄνομα Κυρίου·
Pss 6:2	ἐν τῷ μνημονεύειν αὐτὸν τὸ ὄνομα Κυρίου σωθήσεται.
Pss 6:3	αἱ ὁδοὶ αὐτοῦ κατευθύνονται ὑπὸ κυρίου, καὶ πεφυλαγμένα ἔργα χειρῶν αὐτοῦ ὑπὸ Κυρίου θεοῦ αὐτοῦ.
Pss 6:4	ἀπὸ ὁράσεως πονηρῶν ἐνυπνίων αὐτοῦ οὐ ταραχθήσεται·
Pss 6:5	ἡ ψυχὴ αὐτοῦ ἐν διαβάσει ποταμῶν καὶ σάλῳ θαλασσῶν οὐ πτοηθήσεται.
Pss 6:6	ἐξανέστη ἐξ ὕπνου αὐτοῦ, καὶ ηὐλόγησεν τῷ ὀνόματι Κυρίου.
Pss 6:7	ἐπ᾽ εὐσταθίᾳ καρδίας αὐτοῦ ἐξύμνησεν τῷ ὀνόματι τοῦ θεοῦ, καὶ ἐδεήθη τοῦ προσώπου Κυρίου περὶ παντὸς τοῦ οἴκου αὐτοῦ.
Pss 6:8	καὶ Κύριος εἰσήκουσεν προσευχὴν παντὸς ἐν φόβῳ θεοῦ, καὶ πᾶν αἴτημα ψυχῆς ἐλπιζούσης πρὸς αὐτὸν ἐπιτελεῖ ὁ κύριος.
Pss 6:9	εὐλογητὸς Κύριος ὁ ποιῶν ἔλεος τοῖς ἀγαπῶσιν αὐτὸν ἐν ἀληθείᾳ.
Pss 7:1	Τῷ Σαλωμών· ἐπιστροφῆς. Μὴ ἀποσκηνώσῃς ἀφ᾽ ἡμῶν, ὁ θεός, ἵνα μὴ ἐπιθῶνται ἡμῖν οἳ ἐμίσησαν ἡμᾶς δωρεάν.
Pss 7:2	ὅτι ἀπώσω αὐτούς, ὁ θεός· μὴ πατησάτω ὁ ποὺς αὐτῶν κληρονομίαν ἁγιάσματός σου.
Pss 7:3	σὺ ἐν θελήματί σου παίδευσον ἡμᾶς, καὶ μὴ δῷς ἔθνεσιν.
Pss 7:4	ἐὰν γὰρ ἀποστείλῃς θάνατον, σὺ ἐντελῇ αὐτῷ περὶ ἡμῶν· ὅτι σὺ ἐλεήμων, καὶ οὐκ ὀργισθήσῃ τοῦ συντελέσαι ἡμᾶς,
Pss 7:5	ἐν τῷ κατασκηνοῦν τὸ ὄνομά σου ἐν μέσῳ ἡμῶν ἐλεηθησόμεθα,
Pss 7:6	καὶ οὐκ ἰσχύσει πρὸς ἡμᾶς ἔθνος, ὅτι σὺ ὑπερασπιστὴς ἡμῶν.
Pss 7:7	καὶ ἡμεῖς ἐπικαλεσόμεθά σε, καὶ σὺ ἐπακούσῃ ἡμῶν·
Pss 7:8	ὅτι σὺ οἰκτειρήσεις τὸ γένος Ἰσραὴλ εἰς τὸν αἰῶνα καὶ οὐκ ἀπώσει· καὶ ἡμεῖς ὑπὸ ζυγόν σου τὸν αἰῶνα, καὶ μάστιγα παιδίας σου.
Pss 7:9	κατευθυνεῖς ἡμᾶς ἐν καιρῷ ἀντιλήψεώς σου, τοῦ ἐλεῆσαι τὸν οἶκον Ἰακὼβ εἰς ἡμέραν ἐν ᾗ ἐπηγγείλω αὐτοῖς.
Pss 8:1	Τῷ Σαλωμών· εἰς νῖκος. Θλίψιν καὶ φωνὴν πολέμου ἤκουσεν τὸ οὖς μου, φωνὴν σάλπιγγος ἠχούσης σφαγὴν καὶ ὄλεθρον·
Pss 8:2	φωνὴ λαοῦ πολλοῦ ὡς ἀνέμου πολλοῦ σφόδρα, ὡς καταιγὶς πυρὸς πολλοῦ φερομένου δι᾽ ἐρήμου.
Pss 8:3	καὶ εἶπα τῇ καρδίᾳ μου Ποῦ ἄρα κρινεῖ αὐτὸν ὁ θεός;
Pss 8:4	φωνὴν ἤκουσα εἰς Ἰερουσαλὴμ πόλιν ἁγιάσματος·
Pss 8:5	συνετρίβη ἡ ὀσφύς μου ἀπὸ ἀκοῆς, παρελύθη γόνατά μου.
Pss 8:6	ἐφοβήθη ἡ καρδία μου, ἐταράχθη τὰ ὀστᾶ μου ὡς λίνον·
Pss 8:7	εἶπα Κατευθυνοῦσιν ὁδοὺς αὐτῶν ἐν δικαιοσύνῃ. ἀνελογισάμην τὰ κρίματα τοῦ θεοῦ ἀπὸ κτίσεως οὐρανοῦ καὶ γῆς· ἐδικαίωσα τὸν θεὸν ἐν τοῖς κρίμασιν αὐτοῦ τοῖς ἀπ᾽ αἰῶνος.
Pss 8:8	ἀνεκάλυψεν ὁ θεὸς τὰς ἁμαρτίας αὐτῶν ἐναντίον τοῦ ἡλίου· ἔγνω πᾶσα ἡ γῆ τὰ κρίματα τοῦ θεοῦ τὰ δίκαια.
Pss 8:9	ἐν καταγαίοις κρυφίοις αἱ παρανομίαι αὐτῶν ἐν παροργισμῷ·
Pss 8:10	υἱὸς μετὰ μητρὸς καὶ πατὴρ μετὰ θυγατρὸς συνεφύροντο.
Pss 8:11	ἐμοιχῶντο ἕκαστος τὴν γυναῖκα τοῦ πλησίον αὐτοῦ· συνέθεντο αὑτοῖς συνθήκας μετὰ ὅρκου περὶ τούτων.
Pss 8:12	τὰ ἅγια τοῦ θεοῦ διηρπάζοσαν, ὡς μὴ ὄντος κληρονόμου λυτρουμένου.
